registro,id,duracion_estadia,genero,edad,ninos,codigo_destino,tipo_acomodacion
"""Registro 463""",1000902,4,F,41,1,COL,AirBnB
"""Registro 464""",1011161,4,F,39,1,ES,Hotel
"""Registro 465""",1006364,4,M,44,1,PE,AirBnB
"""Registro 466""",1012489,4,M,42,1,AR,Hotel
"""Registro 467""",1009607,2,M,52,0,AR,AirBnB
"""Registro 468""",1005670,4,F,35,1,UK,Hotel
"""Registro 469""",1004844,6,M,48,1,IT,AirBnB
"""Registro 470""",1007056,4,M,<NA>,0,<NA>,AirBnB
"""Registro 471""",1014057,4,M,36,1,UK,AirBnB
"""Registro 472""",1000043,3,M,49,1,UK,Hotel
"""Registro 473""",1003833,3,F,27,0,PE,Hotel
"""Registro 474""",1013118,3,M,41,1,NL,AirBnB
"""Registro 475""",1010789,4,F,39,<NA>,PE,Hotel
"""Registro 476""",1008098,4,M,30,1,ES,AirBnB
"""Registro 477""",1002004,8,F,36,0,ES,AirBnB
"""Registro 478""",1007893,3,F,43,0,IT,Hotel
"""Registro 479""",1010679,2,F,41,0,AR,Hotel
"""Registro 480""",1010838,3,F,<NA>,0,AR,AirBnB
"""Registro 481""",1011452,4,F,39,0,US,AirBnB
"""Registro 482""",1002830,5,F,40,1,AR,AirBnB
"""Registro 483""",1007019,5,M,44,1,PE,Hotel
"""Registro 484""",1003298,4,F,48,0,UK,Hotel
"""Registro 485""",1010620,3,M,41,0,IT,AirBnB
"""Registro 486""",1001379,4,M,39,1,COL,AirBnB
"""Registro 487""",1005075,1,M,44,0,PE,AirBnB
"""Registro 488""",1011553,3,F,38,1,IT,Hotel
"""Registro 489""",1006591,2,F,45,<NA>,US,Hotel
"""Registro 490""",1001138,5,F,37,0,COL,Hotel
"""Registro 491""",1004563,4,F,38,0,<NA>,AirBnB
"""Registro 492""",1000967,5,F,<NA>,0,US,Hotel
"""Registro 493""",1006950,6,M,49,<NA>,AR,Hotel
"""Registro 494""",1007318,3,F,47,0,IT,AirBnB
"""Registro 495""",1003380,2,M,39,0,IT,Hotel
"""Registro 496""",1002408,2,F,40,0,UK,Hotel
"""Registro 497""",1002976,5,M,43,0,ES,Hotel
"""Registro 498""",1003878,1,F,45,0,NL,Hotel
"""Registro 499""",1000555,2,M,33,0,US,Hotel
"""Registro 500""",1013928,8,F,38,1,AR,Hotel
"""Registro 501""",1006769,3,F,37,0,<NA>,AirBnB
"""Registro 502""",1005167,4,F,34,0,UK,Hotel
"""Registro 503""",1009291,6,M,<NA>,0,IT,AirBnB
"""Registro 504""",1007429,2,M,44,1,NL,AirBnB
"""Registro 505""",1000057,3,F,<NA>,<NA>,PE,Hotel
"""Registro 506""",1008247,3,F,45,0,NL,AirBnB
"""Registro 507""",1003865,4,M,44,1,COL,Hotel
"""Registro 508""",1001235,4,F,36,<NA>,UK,AirBnB
"""Registro 509""",1001909,5,M,46,1,IT,Hotel
"""Registro 510""",1001250,4,M,38,1,US,AirBnB
"""Registro 511""",1008637,2,F,42,1,NL,AirBnB
"""Registro 512""",1001124,6,F,48,1,PE,Hotel
"""Registro 513""",1013919,4,M,46,0,COL,AirBnB
"""Registro 514""",1005727,5,F,35,1,COL,Hotel
"""Registro 515""",1012028,4,M,41,1,PE,Hotel
"""Registro 516""",1001395,4,M,36,1,UK,AirBnB
"""Registro 517""",1003167,5,F,38,0,PE,Hotel
"""Registro 518""",1000146,8,M,49,1,US,Hotel
"""Registro 519""",1011711,4,M,43,1,IT,Hotel
"""Registro 520""",1010345,6,M,46,0,UK,AirBnB
"""Registro 521""",1010247,7,M,48,1,ES,Hotel
"""Registro 522""",1008758,6,F,38,0,NL,AirBnB
"""Registro 523""",1003081,2,M,43,<NA>,ES,AirBnB
"""Registro 524""",1000397,4,M,<NA>,0,COL,AirBnB
"""Registro 525""",1005376,2,M,45,1,AR,Hotel
"""Registro 526""",1002529,5,M,49,0,PE,AirBnB
"""Registro 527""",1007249,8,F,41,<NA>,UK,Hotel
"""Registro 528""",1010540,4,F,39,0,ES,AirBnB
"""Registro 529""",1003926,2,M,38,1,NL,AirBnB
"""Registro 530""",1004094,5,M,35,1,UK,Hotel
"""Registro 531""",1000754,3,F,50,0,US,Hotel
"""Registro 532""",1009599,5,F,44,1,ES,Hotel
"""Registro 533""",1007696,3,F,50,1,US,AirBnB
"""Registro 534""",1007671,5,F,45,1,NL,AirBnB
"""Registro 535""",1008504,3,F,36,1,ES,Hotel
"""Registro 536""",1010607,6,M,45,0,US,AirBnB
"""Registro 537""",1009945,7,M,38,0,COL,Hotel
"""Registro 538""",1009554,2,M,<NA>,0,IT,AirBnB
"""Registro 539""",1013770,3,F,43,1,US,AirBnB
"""Registro 540""",1004976,6,M,36,<NA>,NL,Hotel
"""Registro 541""",1003702,5,M,39,0,PE,Hotel
"""Registro 542""",1012579,7,M,38,1,<NA>,Hotel
"""Registro 543""",1007014,4,M,43,1,AR,AirBnB
"""Registro 544""",1010840,3,M,45,1,AR,Hotel
"""Registro 545""",1011176,4,M,<NA>,1,<NA>,AirBnB
"""Registro 546""",1001491,3,F,38,0,AR,Hotel
"""Registro 547""",1011446,4,M,39,0,PE,Hotel
"""Registro 548""",1009876,3,F,42,0,COL,Hotel
"""Registro 549""",1001413,7,F,<NA>,0,<NA>,AirBnB
"""Registro 550""",1012494,5,F,41,1,PE,AirBnB
"""Registro 551""",1006304,4,F,32,<NA>,NL,Hotel
"""Registro 552""",1000593,7,F,47,1,AR,AirBnB
"""Registro 553""",1003761,4,F,<NA>,0,<NA>,Hotel
"""Registro 554""",1007904,4,F,35,0,<NA>,Hotel
"""Registro 555""",1006001,1,M,43,<NA>,COL,Hotel
"""Registro 556""",1007564,3,M,40,1,NL,Hotel
"""Registro 557""",1002697,5,F,25,1,<NA>,Hotel
"""Registro 558""",1009666,4,F,45,0,AR,AirBnB
"""Registro 559""",1000826,2,M,34,1,COL,AirBnB
"""Registro 560""",1010894,3,M,27,0,PE,Hotel
"""Registro 561""",1002393,5,F,<NA>,1,US,Hotel
"""Registro 562""",1000832,3,F,31,0,ES,AirBnB
"""Registro 563""",1000607,3,F,37,1,PE,AirBnB
"""Registro 564""",1003211,5,F,<NA>,<NA>,<NA>,Hotel
"""Registro 565""",1004963,4,M,41,1,COL,Hotel
"""Registro 566""",1004280,2,F,45,1,<NA>,AirBnB
"""Registro 567""",1007186,2,M,39,0,PE,AirBnB
"""Registro 568""",1012583,1,F,43,0,AR,Hotel
"""Registro 569""",1001236,3,M,<NA>,<NA>,COL,Hotel
"""Registro 570""",1013064,4,F,44,1,PE,AirBnB
"""Registro 571""",1010918,5,M,47,<NA>,US,Hotel
"""Registro 572""",1005687,6,M,42,0,UK,AirBnB
"""Registro 573""",1000277,3,F,41,1,UK,AirBnB
"""Registro 574""",1008023,2,F,37,1,<NA>,Hotel
"""Registro 575""",1005907,4,F,<NA>,0,COL,Hotel
"""Registro 576""",1002770,2,M,44,0,AR,AirBnB
"""Registro 577""",1010966,2,F,39,1,NL,Hotel
"""Registro 578""",1001331,6,M,48,1,NL,Hotel
"""Registro 579""",1004700,3,F,43,1,PE,AirBnB
"""Registro 580""",1006121,7,M,<NA>,1,ES,Hotel
"""Registro 581""",1001154,3,F,40,0,COL,AirBnB
"""Registro 582""",1002527,4,F,37,<NA>,ES,Hotel
"""Registro 583""",1011621,3,M,32,0,PE,Hotel
"""Registro 584""",1001150,4,F,41,0,IT,Hotel
"""Registro 585""",1008191,4,F,45,1,COL,AirBnB
"""Registro 586""",1008268,5,M,41,<NA>,US,Hotel
"""Registro 587""",1009578,5,F,<NA>,1,US,AirBnB
"""Registro 588""",1004679,4,F,39,<NA>,US,AirBnB
"""Registro 589""",1003031,5,M,45,1,AR,Hotel
"""Registro 590""",1001792,4,F,46,0,NL,Hotel
"""Registro 591""",1000365,3,M,42,1,AR,Hotel
"""Registro 592""",1014070,4,M,50,1,PE,Hotel
"""Registro 593""",1010939,4,M,46,0,UK,AirBnB
"""Registro 594""",1010955,7,F,46,0,UK,Hotel
"""Registro 595""",1011576,7,F,38,1,<NA>,Hotel
"""Registro 596""",1010859,6,M,<NA>,<NA>,<NA>,Hotel
"""Registro 597""",1009694,3,F,37,0,COL,AirBnB
"""Registro 598""",1004810,4,F,41,1,<NA>,AirBnB
"""Registro 599""",1009261,5,F,51,1,PE,AirBnB
"""Registro 600""",1013361,6,F,39,1,COL,Hotel
"""Registro 601""",1003439,3,M,39,1,UK,AirBnB
"""Registro 602""",1012314,1,F,36,0,NL,AirBnB
"""Registro 603""",1002618,4,F,52,0,AR,Hotel
"""Registro 604""",1006736,8,M,38,1,ES,Hotel
"""Registro 605""",1000210,4,M,41,0,UK,AirBnB
"""Registro 606""",1005383,4,F,43,0,ES,Hotel
"""Registro 607""",1006534,4,M,43,1,<NA>,Hotel
"""Registro 608""",1011935,4,F,36,0,COL,AirBnB
"""Registro 609""",1010407,4,M,46,0,<NA>,Hotel
"""Registro 610""",1000893,4,M,46,1,NL,Hotel
"""Registro 611""",1006458,1,M,43,0,ES,AirBnB
"""Registro 612""",1010281,1,F,45,1,UK,Hotel
"""Registro 613""",1006793,6,F,41,1,US,AirBnB
"""Registro 614""",1007371,5,F,42,1,UK,AirBnB
"""Registro 615""",1002823,7,F,31,0,IT,AirBnB
"""Registro 616""",1013763,4,F,35,1,IT,Hotel
"""Registro 617""",1003407,4,F,<NA>,0,UK,AirBnB
"""Registro 618""",1009174,3,F,<NA>,0,AR,Hotel
"""Registro 619""",1001062,4,M,37,1,NL,AirBnB
"""Registro 620""",1012825,3,F,36,0,PE,Hotel
"""Registro 621""",1000504,5,F,41,0,UK,Hotel
"""Registro 622""",1012173,4,M,41,1,ES,Hotel
"""Registro 623""",1012537,2,F,34,1,AR,AirBnB
"""Registro 624""",1012213,1,F,45,0,COL,Hotel
"""Registro 625""",1002847,5,M,41,1,UK,Hotel
"""Registro 626""",1007073,1,F,37,0,UK,Hotel
"""Registro 627""",1000506,4,M,43,0,UK,AirBnB
"""Registro 628""",1009902,4,M,35,0,UK,Hotel
"""Registro 629""",1007887,6,M,47,1,AR,Hotel
"""Registro 630""",1002650,7,F,46,0,ES,Hotel
"""Registro 631""",1008264,3,M,28,1,COL,AirBnB
"""Registro 632""",1005716,3,M,40,1,US,AirBnB
"""Registro 633""",1011155,4,F,34,<NA>,US,Hotel
"""Registro 634""",1011861,4,M,49,1,NL,Hotel
"""Registro 635""",1003988,1,F,48,0,UK,Hotel
"""Registro 636""",1013852,5,M,<NA>,0,IT,Hotel
"""Registro 637""",1004673,4,F,44,<NA>,COL,AirBnB
"""Registro 638""",1005222,2,F,34,1,UK,Hotel
"""Registro 639""",1004644,3,M,39,0,AR,Hotel
"""Registro 640""",1011914,5,F,<NA>,1,US,Hotel
"""Registro 641""",1008441,5,F,42,1,UK,AirBnB
"""Registro 642""",1003419,3,F,36,1,UK,Hotel
"""Registro 643""",1003222,3,M,40,0,IT,AirBnB
"""Registro 644""",1008140,6,F,40,0,IT,AirBnB
"""Registro 645""",1013151,5,F,46,1,ES,Hotel
"""Registro 646""",1009787,3,F,41,0,<NA>,Hotel
"""Registro 647""",1007260,3,M,41,<NA>,<NA>,Hotel
"""Registro 648""",1005115,3,M,47,1,PE,Hotel
"""Registro 649""",1013718,4,M,32,0,UK,Hotel
"""Registro 650""",1001426,5,F,40,0,COL,Hotel
"""Registro 651""",1009228,5,F,42,0,US,Hotel
"""Registro 652""",1010968,1,F,<NA>,0,PE,AirBnB
"""Registro 653""",1003560,4,F,38,0,US,AirBnB
"""Registro 654""",1011583,5,F,30,0,NL,AirBnB
"""Registro 655""",1003428,1,M,38,0,PE,Hotel
"""Registro 656""",1010476,2,F,36,1,IT,Hotel
"""Registro 657""",1013893,2,F,32,<NA>,IT,AirBnB
"""Registro 658""",1013180,3,M,37,<NA>,<NA>,AirBnB
"""Registro 659""",1004466,6,F,<NA>,<NA>,NL,Hotel
"""Registro 660""",1013094,4,M,37,0,US,Hotel
"""Registro 661""",1000144,6,M,39,1,COL,AirBnB
"""Registro 662""",1002482,2,M,40,<NA>,UK,Hotel
"""Registro 663""",1007076,4,F,42,0,<NA>,Hotel
"""Registro 664""",1007634,2,M,35,0,US,Hotel
"""Registro 665""",1000084,1,F,44,<NA>,US,Hotel
"""Registro 666""",1005962,1,M,<NA>,1,IT,Hotel
"""Registro 667""",1002449,4,F,43,0,PE,Hotel
"""Registro 668""",1009413,4,M,36,0,UK,Hotel
"""Registro 669""",1011403,2,F,37,1,US,Hotel
"""Registro 670""",1002951,8,F,37,0,COL,AirBnB
"""Registro 671""",1003333,4,F,42,0,NL,Hotel
"""Registro 672""",1004306,5,F,<NA>,1,UK,Hotel
"""Registro 673""",1011851,3,M,42,0,AR,AirBnB
"""Registro 674""",1012842,2,F,39,0,UK,AirBnB
"""Registro 675""",1013925,5,M,46,0,<NA>,AirBnB
"""Registro 676""",1000301,4,F,42,0,NL,Hotel
"""Registro 677""",1007928,4,F,48,<NA>,AR,Hotel
"""Registro 678""",1013799,4,F,38,1,PE,Hotel
"""Registro 679""",1007460,4,M,41,1,US,Hotel
"""Registro 680""",1003494,2,M,44,1,AR,Hotel
"""Registro 681""",1010354,2,F,40,<NA>,<NA>,Hotel
"""Registro 682""",1012104,2,F,32,0,PE,AirBnB
"""Registro 683""",1005697,4,M,40,1,IT,AirBnB
"""Registro 684""",1002782,5,M,46,0,PE,AirBnB
"""Registro 685""",1000803,4,M,40,0,COL,Hotel
"""Registro 686""",1002837,2,M,<NA>,1,AR,Hotel
"""Registro 687""",1002275,4,M,41,0,IT,AirBnB
"""Registro 688""",1010370,7,F,31,0,AR,AirBnB
"""Registro 689""",1006826,5,F,45,0,NL,AirBnB
"""Registro 690""",1000168,2,M,47,0,ES,AirBnB
"""Registro 691""",1005598,7,F,32,0,US,AirBnB
"""Registro 692""",1004729,6,M,42,1,NL,Hotel
"""Registro 693""",1010678,6,F,43,1,ES,Hotel
"""Registro 694""",1009588,6,F,46,<NA>,AR,Hotel
"""Registro 695""",1009589,4,F,41,1,IT,Hotel
"""Registro 696""",1002151,3,M,<NA>,1,US,AirBnB
"""Registro 697""",1010021,4,F,46,1,IT,AirBnB
"""Registro 698""",1010889,3,F,39,1,AR,Hotel
"""Registro 699""",1003340,5,M,44,1,ES,Hotel
"""Registro 700""",1011596,5,F,36,1,NL,Hotel
"""Registro 701""",1010557,2,M,38,1,US,Hotel
"""Registro 702""",1013170,7,M,<NA>,1,US,Hotel
"""Registro 703""",1008741,3,M,47,1,AR,Hotel
"""Registro 704""",1006197,6,M,<NA>,0,<NA>,Hotel
"""Registro 705""",1013329,6,M,45,1,PE,Hotel
"""Registro 706""",1005835,5,M,42,0,US,AirBnB
"""Registro 707""",1002792,5,F,52,1,AR,AirBnB
"""Registro 708""",1011214,3,F,37,1,US,Hotel
"""Registro 709""",1011119,6,M,<NA>,1,COL,Hotel
"""Registro 710""",1004133,7,F,43,1,COL,AirBnB
"""Registro 711""",1000702,3,F,37,1,US,Hotel
"""Registro 712""",1011982,5,M,32,1,<NA>,AirBnB
"""Registro 713""",1002179,1,F,45,<NA>,COL,Hotel
"""Registro 714""",1004604,5,M,41,0,COL,AirBnB
"""Registro 715""",1011577,4,F,34,1,COL,Hotel
"""Registro 716""",1006300,3,F,34,1,COL,Hotel
"""Registro 717""",1005580,3,M,32,0,ES,Hotel
"""Registro 718""",1006893,3,F,35,<NA>,IT,Hotel
"""Registro 719""",1011822,3,M,42,1,UK,AirBnB
"""Registro 720""",1003344,1,F,51,1,US,AirBnB
"""Registro 721""",1004289,6,M,40,1,UK,Hotel
"""Registro 722""",1007392,2,M,42,1,COL,Hotel
"""Registro 723""",1008184,1,F,48,0,ES,AirBnB
"""Registro 724""",1000085,3,M,36,0,UK,Hotel
"""Registro 725""",1004215,3,F,41,1,PE,AirBnB
"""Registro 726""",1008046,5,F,39,0,ES,AirBnB
"""Registro 727""",1010958,4,F,<NA>,0,IT,Hotel
"""Registro 728""",1004284,4,F,38,<NA>,PE,AirBnB
"""Registro 729""",1011515,3,F,38,0,ES,AirBnB
"""Registro 730""",1012846,2,F,46,1,IT,AirBnB
"""Registro 731""",1002683,7,M,48,1,US,AirBnB
"""Registro 732""",1013687,2,M,44,0,NL,Hotel
"""Registro 733""",1003898,4,F,<NA>,1,NL,Hotel
"""Registro 734""",1002617,6,F,47,<NA>,PE,AirBnB
"""Registro 735""",1000078,2,M,32,0,AR,Hotel
"""Registro 736""",1008963,6,F,39,1,UK,Hotel
"""Registro 737""",1005199,9,F,<NA>,<NA>,AR,AirBnB
"""Registro 738""",1009231,4,M,46,0,US,AirBnB
"""Registro 739""",1011321,8,M,38,1,COL,AirBnB
"""Registro 740""",1000589,5,F,51,<NA>,US,Hotel
"""Registro 741""",1008107,1,F,43,0,COL,Hotel
"""Registro 742""",1013917,3,M,43,1,NL,Hotel
"""Registro 743""",1001957,4,F,43,0,PE,Hotel
"""Registro 744""",1006254,8,F,43,0,US,Hotel
"""Registro 745""",1000268,5,F,42,0,COL,Hotel
"""Registro 746""",1007635,5,F,46,1,US,Hotel
"""Registro 747""",1006798,4,F,34,<NA>,COL,Hotel
"""Registro 748""",1006748,4,F,36,0,NL,AirBnB
"""Registro 749""",1010956,8,M,35,1,IT,AirBnB
"""Registro 750""",1012481,4,M,38,1,IT,AirBnB
"""Registro 751""",1007013,4,M,45,1,ES,Hotel
"""Registro 752""",1000507,2,F,45,0,PE,Hotel
"""Registro 753""",1004836,2,M,42,0,NL,Hotel
"""Registro 754""",1004368,5,M,46,0,ES,AirBnB
"""Registro 755""",1010589,3,F,37,1,NL,Hotel
"""Registro 756""",1005528,8,M,36,1,AR,AirBnB
"""Registro 757""",1009879,4,F,43,1,AR,AirBnB
"""Registro 758""",1011060,6,M,45,1,NL,Hotel
"""Registro 759""",1010594,6,F,39,<NA>,US,Hotel
"""Registro 760""",1008922,4,F,<NA>,0,IT,AirBnB
"""Registro 761""",1008977,3,F,36,0,COL,AirBnB
"""Registro 762""",1004440,2,F,33,1,COL,Hotel
"""Registro 763""",1007667,1,M,47,1,<NA>,Hotel
"""Registro 764""",1002506,2,F,<NA>,1,PE,AirBnB
"""Registro 765""",1000613,4,F,36,1,AR,Hotel
"""Registro 766""",1004455,3,F,41,0,US,Hotel
"""Registro 767""",1012664,3,M,43,0,NL,AirBnB
"""Registro 768""",1005283,4,M,46,<NA>,PE,Hotel
"""Registro 769""",1009200,4,F,35,0,US,Hotel
"""Registro 770""",1006127,4,M,30,0,IT,Hotel
"""Registro 771""",1005755,4,M,38,0,PE,Hotel
"""Registro 772""",1001139,6,M,41,1,IT,Hotel
"""Registro 773""",1001557,4,M,35,0,<NA>,Hotel
"""Registro 774""",1011774,2,M,49,1,UK,Hotel
"""Registro 775""",1009094,3,F,34,1,IT,Hotel
"""Registro 776""",1010000,5,F,48,<NA>,PE,Hotel
"""Registro 777""",1009100,4,M,33,1,COL,Hotel
"""Registro 778""",1011296,5,M,40,0,NL,Hotel
"""Registro 779""",1013876,4,M,46,0,UK,AirBnB
"""Registro 780""",1010415,5,M,30,1,ES,AirBnB
"""Registro 781""",1002421,8,M,45,1,IT,Hotel
"""Registro 782""",1010167,7,M,44,0,NL,AirBnB
"""Registro 783""",1005204,4,M,39,1,UK,AirBnB
"""Registro 784""",1010919,2,F,39,<NA>,IT,Hotel
"""Registro 785""",1007548,5,M,38,1,IT,AirBnB
"""Registro 786""",1006155,3,F,39,0,PE,Hotel
"""Registro 787""",1006102,8,M,43,1,AR,Hotel
"""Registro 788""",1010689,3,F,27,1,IT,Hotel
"""Registro 789""",1004391,4,F,40,<NA>,NL,AirBnB
"""Registro 790""",1004019,2,M,47,0,PE,AirBnB
"""Registro 791""",1012122,6,M,<NA>,0,ES,AirBnB
"""Registro 792""",1006306,5,M,32,<NA>,PE,Hotel
"""Registro 793""",1003250,9,F,38,1,US,Hotel
"""Registro 794""",1002140,3,F,38,1,UK,Hotel
"""Registro 795""",1010580,3,F,47,0,NL,Hotel
"""Registro 796""",1012349,2,F,38,0,PE,AirBnB
"""Registro 797""",1005251,5,F,39,1,AR,AirBnB
"""Registro 798""",1001976,3,M,32,1,IT,AirBnB
"""Registro 799""",1002936,3,M,44,1,PE,AirBnB
"""Registro 800""",1004728,2,F,39,1,COL,Hotel
"""Registro 801""",1013483,2,F,45,0,UK,Hotel
"""Registro 802""",1011667,5,M,40,1,AR,Hotel
"""Registro 803""",1004330,3,M,42,0,US,AirBnB
"""Registro 804""",1012232,2,F,43,1,<NA>,AirBnB
"""Registro 805""",1002893,4,M,50,1,AR,Hotel
"""Registro 806""",1013196,5,M,31,1,NL,AirBnB
"""Registro 807""",1004370,2,M,43,0,UK,AirBnB
"""Registro 808""",1002042,2,M,37,0,US,Hotel
"""Registro 809""",1009498,2,M,44,0,AR,AirBnB
"""Registro 810""",1007854,3,M,51,0,<NA>,AirBnB
"""Registro 811""",1009835,7,F,36,1,UK,Hotel
"""Registro 812""",1012739,4,F,29,1,<NA>,Hotel
"""Registro 813""",1000635,3,M,35,1,COL,AirBnB
"""Registro 814""",1008386,6,F,41,<NA>,ES,Hotel
"""Registro 815""",1004510,3,M,31,0,US,Hotel
"""Registro 816""",1008256,1,M,38,0,NL,Hotel
"""Registro 817""",1009139,3,F,49,1,UK,AirBnB
"""Registro 818""",1011123,4,M,44,1,PE,Hotel
"""Registro 819""",1012200,1,M,37,0,<NA>,Hotel
"""Registro 820""",1003108,6,F,46,1,ES,AirBnB
"""Registro 821""",1006109,7,F,45,0,IT,Hotel
"""Registro 822""",1002240,7,F,38,1,IT,Hotel
"""Registro 823""",1003735,3,M,47,0,AR,AirBnB
"""Registro 824""",1009474,7,F,27,1,IT,Hotel
"""Registro 825""",1006308,3,M,40,0,COL,Hotel
"""Registro 826""",1001503,5,M,45,<NA>,PE,AirBnB
"""Registro 827""",1012472,4,F,32,0,<NA>,AirBnB
"""Registro 828""",1004523,3,M,40,1,UK,AirBnB
"""Registro 829""",1011217,4,F,46,0,US,Hotel
"""Registro 830""",1012603,5,M,38,0,ES,Hotel
"""Registro 831""",1004907,5,F,39,1,COL,Hotel
"""Registro 832""",1005567,7,F,41,1,COL,Hotel
"""Registro 833""",1002790,5,F,44,0,IT,Hotel
"""Registro 834""",1003827,3,F,37,0,PE,AirBnB
"""Registro 835""",1003095,9,F,45,0,PE,Hotel
"""Registro 836""",1002009,1,F,44,1,UK,Hotel
"""Registro 837""",1001573,3,F,42,1,NL,AirBnB
"""Registro 838""",1000443,4,F,46,1,IT,AirBnB
"""Registro 839""",1004315,5,F,34,0,<NA>,AirBnB
"""Registro 840""",1004901,4,F,43,0,AR,AirBnB
"""Registro 841""",1013121,6,F,43,1,US,AirBnB
"""Registro 842""",1008661,7,M,30,1,COL,AirBnB
"""Registro 843""",1006059,8,F,<NA>,0,PE,AirBnB
"""Registro 844""",1010033,4,M,41,0,US,AirBnB
"""Registro 845""",1000529,2,F,35,1,PE,Hotel
"""Registro 846""",1011279,3,M,38,0,PE,Hotel
"""Registro 847""",1010351,4,M,38,<NA>,IT,Hotel
"""Registro 848""",1001502,6,M,44,0,COL,AirBnB
"""Registro 849""",1009507,5,M,42,0,PE,Hotel
"""Registro 850""",1003970,3,M,40,0,COL,Hotel
"""Registro 851""",1004163,5,M,34,<NA>,UK,Hotel
"""Registro 852""",1005614,2,F,39,0,ES,AirBnB
"""Registro 853""",1005378,2,F,40,0,UK,AirBnB
"""Registro 854""",1001035,5,M,48,0,NL,AirBnB
"""Registro 855""",1012090,2,F,38,1,US,Hotel
"""Registro 856""",1002325,5,M,32,<NA>,UK,Hotel
"""Registro 857""",1011665,4,F,44,0,UK,Hotel
"""Registro 858""",1008341,2,F,<NA>,1,<NA>,AirBnB
"""Registro 859""",1010617,3,M,41,1,ES,Hotel
"""Registro 860""",1011593,6,F,<NA>,0,ES,AirBnB
"""Registro 861""",1003387,4,M,44,1,ES,Hotel
"""Registro 862""",1001193,6,F,40,0,COL,AirBnB
"""Registro 863""",1010238,6,M,43,1,ES,Hotel
"""Registro 864""",1008245,2,F,46,<NA>,COL,Hotel
"""Registro 865""",1006650,6,F,43,<NA>,<NA>,AirBnB
"""Registro 866""",1013171,8,M,46,0,IT,AirBnB
"""Registro 867""",1006264,2,M,41,0,COL,AirBnB
"""Registro 868""",1003583,3,M,42,0,US,AirBnB
"""Registro 869""",1003559,4,F,32,1,US,Hotel
"""Registro 870""",1003707,7,M,35,1,PE,Hotel
"""Registro 871""",1002914,3,M,44,1,COL,Hotel
"""Registro 872""",1005384,4,M,45,0,NL,AirBnB
"""Registro 873""",1002894,5,F,37,0,UK,AirBnB
"""Registro 874""",1010657,1,M,48,0,AR,Hotel
"""Registro 875""",1007063,3,F,34,1,US,Hotel
"""Registro 876""",1011221,4,M,39,1,COL,AirBnB
"""Registro 877""",1008988,4,M,55,0,IT,AirBnB
"""Registro 878""",1011657,2,M,38,1,ES,AirBnB
"""Registro 879""",1003011,4,F,<NA>,1,PE,AirBnB
"""Registro 880""",1012799,2,F,37,0,ES,Hotel
"""Registro 881""",1006494,3,F,<NA>,1,ES,Hotel
"""Registro 882""",1000309,5,M,39,1,PE,AirBnB
"""Registro 883""",1002114,5,M,46,1,COL,Hotel
"""Registro 884""",1008622,2,F,38,1,ES,Hotel
"""Registro 885""",1000494,4,F,39,0,NL,AirBnB
"""Registro 886""",1001090,7,F,45,<NA>,COL,AirBnB
"""Registro 887""",1003542,4,F,39,0,IT,Hotel
"""Registro 888""",1010994,5,M,37,0,PE,Hotel
"""Registro 889""",1001359,5,M,43,1,IT,AirBnB
"""Registro 890""",1010800,2,F,<NA>,1,NL,Hotel
"""Registro 891""",1012625,5,F,40,0,US,AirBnB
"""Registro 892""",1002644,2,M,37,1,COL,AirBnB
"""Registro 893""",1000651,3,M,36,<NA>,UK,AirBnB
"""Registro 894""",1000276,2,M,<NA>,0,ES,AirBnB
"""Registro 895""",1007654,3,M,39,0,US,Hotel
"""Registro 896""",1006344,3,F,48,0,NL,Hotel
"""Registro 897""",1013512,3,M,37,1,NL,AirBnB
"""Registro 898""",1012405,3,F,43,0,ES,Hotel
"""Registro 899""",1010963,5,F,39,1,UK,Hotel
"""Registro 900""",1004617,2,F,33,<NA>,AR,AirBnB
"""Registro 901""",1006187,1,F,33,<NA>,US,Hotel
"""Registro 902""",1009210,6,M,36,1,IT,AirBnB
"""Registro 903""",1003132,6,M,48,1,PE,Hotel
"""Registro 904""",1013695,3,F,39,0,<NA>,Hotel
"""Registro 905""",1003173,3,M,48,1,NL,Hotel
"""Registro 906""",1009166,3,M,42,0,UK,AirBnB
"""Registro 907""",1007935,7,M,39,0,COL,Hotel
"""Registro 908""",1001780,2,M,33,1,US,AirBnB
"""Registro 909""",1012289,4,M,<NA>,1,NL,Hotel
"""Registro 910""",1005002,8,F,33,1,COL,Hotel
"""Registro 911""",1011855,3,F,51,0,IT,Hotel
"""Registro 912""",1006401,5,F,47,0,PE,Hotel
"""Registro 913""",1009255,3,F,40,1,IT,Hotel
"""Registro 914""",1001390,7,M,43,1,UK,Hotel
"""Registro 915""",1003433,8,M,<NA>,0,AR,Hotel
"""Registro 916""",1011946,2,M,32,0,PE,Hotel
"""Registro 917""",1007128,5,F,34,0,PE,Hotel
"""Registro 918""",1002348,4,M,<NA>,0,NL,Hotel
"""Registro 919""",1003263,5,M,37,0,<NA>,Hotel
"""Registro 920""",1007886,6,F,36,0,<NA>,AirBnB
"""Registro 921""",1008183,3,M,40,0,US,Hotel
"""Registro 922""",1006208,8,M,<NA>,<NA>,<NA>,Hotel
"""Registro 923""",1013498,2,M,34,1,<NA>,AirBnB
"""Registro 924""",1012726,2,F,45,1,PE,AirBnB
"""Registro 925""",1000337,6,F,49,0,IT,Hotel
